,Hotel_name,Positive_summary,Negative_summary
736,The Belgrave Hotel,"[('friendly staff', 26), ('breakfast friendly', 22), ('breakfast good', 20), ('staff location', 19), ('excellent breakfast', 16)]","[('small room', 63), ('size room', 10), ('little small', 6), ('bed small', 5), ('extra pay', 4)]"
737,TheWesley,"[('friendly staff', 33), ('staff location', 30), ('comfortable bed', 28), ('close station', 27), ('good location', 23)]","[('small room', 32), ('little small', 6), ('bit small', 5), ('bed small', 5), ('view window', 4)]"
738,Le M ridien Etoile,"[('breakfast good', 3), ('comfortable bed', 2), ('nice helpful', 2), ('good location', 2), ('staff location', 2)]","[('water room', 3), ('small room', 3), ('coffee room', 3), ('high price', 2), ('machine coffee', 2)]"
739,The Hoxton Shoreditch,"[('great hotel', 11), ('friendly great', 10), ('friendly staff', 10), ('great location', 9), ('bar restaurant', 9)]","[('small room', 6), ('gown dressing', 2), ('waited meal', 2), ('closing opening', 2), ('loud hear', 2)]"
740,The Cavendish London,"[('comfortable bed', 13), ('staff location', 12), ('friendly staff', 11), ('excellent comfortable', 9), ('great staff', 9)]","[('small room', 14), ('hot water', 7), ('little small', 3), ('expensive breakfast', 3), ('included paid', 2)]"
741,Avo Hotel,"[('comfy bed', 6), ('friendly staff', 5), ('comfortable clean', 5), ('comfortable bed', 5), ('staff location', 4)]","[('small room', 4), ('get room', 2), ('nice downstairs', 1), ('downstairs main', 1), ('main expected', 1)]"
742,Hotel 82 London,"[('staff location', 33), ('good location', 29), ('friendly staff', 18), ('helpful friendly', 14), ('money value', 13)]","[('small room', 10), ('sausage bacon', 6), ('street noisy', 6), ('poor breakfast', 5), ('elevator small', 5)]"
743,La Clef Tour Eiffel,"[('staff location', 12), ('eiffel tower', 10), ('room location', 10), ('friendly staff', 6), ('room staff', 6)]","[('expensive breakfast', 4), ('euro expensive', 2), ('view window', 2), ('could breakfast', 2), ('eiffel tower', 2)]"
744,Best Western Plus Seraphine Hammersmith Hotel,"[('hammersmith apollo', 28), ('friendly staff', 27), ('breakfast good', 20), ('staff location', 16), ('good location', 15)]","[('small room', 48), ('bed small', 8), ('bit small', 6), ('small breakfast', 6), ('wifi work', 6)]"
745,La Chambre du Marais,"[('clarins product', 2), ('great little', 2), ('comfortable bed', 2), ('perfect everything', 2), ('service excellent', 2)]","[('small room', 3), ('bit small', 2), ('paris small', 2), ('size room', 2), ('dining attic', 1)]"
746,Novotel Paris Centre Bercy,"[('friendly staff', 7), ('helpful friendly', 4), ('concert arena', 4), ('staff location', 3), ('helpful staff', 3)]","[('price breakfast', 3), ('construction going', 2), ('small room', 2), ('towel refolded', 1), ('refolded reuse', 1)]"
747,The Zetter Hotel,"[('friendly staff', 7), ('helpful friendly', 6), ('staff location', 3), ('comfortable nice', 3), ('nice bed', 3)]","[('small room', 9), ('bed small', 4), ('double little', 2), ('fi wi', 2), ('side small', 2)]"
748,Grosvenor House Suites by Jumeirah Living,"[('staff location', 16), ('friendly staff', 10), ('hotel staff', 3), ('size room', 3), ('helpful friendly', 3)]","[('comfortable bed', 2), ('little bit', 2), ('toiletry mini', 1), ('mini bar', 1), ('bar could', 1)]"
749,Hotel OFF Paris Seine,"[('concept design', 3), ('good location', 3), ('interior design', 2), ('great room', 2), ('view location', 2)]","[('difficult find', 2), ('bar service', 2), ('boy thuding', 1), ('thuding plug', 1), ('plug walking', 1)]"
750,Snob Hotel by Elegancia,"[('friendly staff', 3), ('staff location', 3), ('comfortable bed', 3), ('great location', 2), ('great room', 2)]","[('small room', 2), ('broader selection', 1), ('selection offered', 1), ('offered could', 1), ('could breakfast', 1)]"
751,Sofitel Paris Baltimore Tour Eiffel,"[('staff location', 6), ('friendly great', 6), ('friendly staff', 5), ('breakfast friendly', 4), ('helpful breakfast', 3)]","[('small room', 7), ('better could', 2), ('bit small', 2), ('sad sandwich', 1), ('sandwich serve', 1)]"
752,88 Studios,"[('modern clean', 10), ('comfy bed', 9), ('clean room', 9), ('shepherd bush', 7), ('good location', 7)]","[('road main', 5), ('working wifi', 3), ('tube station', 3), ('everything good', 3), ('small room', 3)]"
753,Adria Boutique Hotel,"[('south kensington', 4), ('comfortable clean', 3), ('money value', 3), ('bathroom lovely', 3), ('lovely room', 3)]","[('small room', 4), ('bell ring', 3), ('tea facility', 3), ('ring enter', 2), ('slow wifi', 2)]"
754,Best Western Premier Faubourg 88,"[('nord du', 12), ('friendly staff', 11), ('comfortable bed', 8), ('helpful friendly', 8), ('du gare', 6)]","[('small room', 9), ('little bit', 2), ('room small', 2), ('work small', 2), ('bit room', 2)]"
755,Hotel De Vigny,"[('staff location', 6), ('friendly staff', 2), ('nice hotel', 2), ('typically exceedingly', 1), ('exceedingly unexpected', 1)]","[('tilt nick', 1), ('nick due', 1), ('due lux', 1), ('lux scrape', 1), ('atm bbc', 1)]"
756,Sydney House Chelsea,"[('staff location', 13), ('comfortable bed', 13), ('friendly staff', 12), ('helpful friendly', 10), ('room staff', 7)]","[('small room', 8), ('tea facility', 4), ('facility coffee', 4), ('coffee room', 4), ('tea coffee', 3)]"
757,Radisson Blu Edwardian Bloomsbury Street,"[('staff location', 34), ('comfortable bed', 26), ('friendly staff', 26), ('comfy bed', 23), ('excellent comfortable', 13)]","[('small room', 21), ('price bar', 5), ('bit breakfast', 5), ('bit small', 4), ('bed small', 4)]"
758,H tel Le Relais Saint Germain,"[('germain saint', 3), ('comptoir relais', 2), ('meal le', 2), ('helpful staff', 2), ('friendly good', 2)]","[('makeup lighting', 1), ('lighting see', 1), ('see difficult', 1), ('difficult bathroom', 1), ('exceptional highly', 1)]"
759,Hotel Moonlight,"[('earl court', 26), ('staff location', 7), ('comfortable bed', 6), ('money value', 5), ('great staff', 5)]","[('small room', 14), ('size room', 3), ('size small', 3), ('single small', 2), ('ok small', 2)]"
760,Villa Alessandra,"[('donated outdated', 1), ('outdated elysees', 1), ('elysees slightly', 1), ('slightly girl', 1), ('wifi location', 1)]","[('small room', 3), ('wireless didnt', 1), ('didnt staff', 1), ('staff want', 1), ('want one', 1)]"
761,Ibis Styles Paris Gare Saint Lazare,"[('offer price', 1), ('price location', 1), ('like hotel', 1), ('bedset mall', 1), ('mall railway', 1)]","[('four provider', 1), ('provider ibis', 1), ('ibis hotel', 1), ('hotel corporate', 1), ('bakery joke', 1)]"
762,Golden Tulip Opera de Noailles,"[('staff location', 13), ('great staff', 8), ('good staff', 6), ('friendly staff', 6), ('helpful breakfast', 4)]","[('small room', 6), ('small breakfast', 5), ('breakfast room', 4), ('slow wifi', 3), ('tea coffee', 2)]"
763,Best Western Premier Op ra Li ge,"[('metro close', 4), ('friendly staff', 3), ('nice clean', 3), ('helpful hotel', 3), ('room location', 2)]","[('small room', 3), ('time room', 1), ('room small', 1), ('small bigger', 1), ('bigger disappointing', 1)]"
764,H tel Cristal Champs Elys es,"[('staff location', 16), ('friendly staff', 9), ('good location', 4), ('great staff', 3), ('excellent location', 3)]","[('small room', 10), ('size room', 2), ('bit small', 2), ('friend venue', 1), ('venue solved', 1)]"
765,Best Western Le Jardin de Cluny,"[('staff location', 10), ('clean helpful', 7), ('helpful friendly', 7), ('notre dame', 5), ('friendly staff', 5)]","[('small room', 7), ('quite expensive', 2), ('frigo locker', 1), ('locker smelling', 1), ('smelling rated', 1)]"
766,Le Pigalle Hotel,"[('pigalle le', 2), ('product le', 2), ('great room', 2), ('room staff', 2), ('pigalle montmarte', 1)]","[('pigalle pun', 1), ('pun intended', 1), ('intended nicely', 1), ('nicely finding', 1), ('lol parked', 1)]"
767,Relais H tel du Vieux Paris,"[('notre dame', 5), ('room location', 4), ('helpful friendly', 4), ('friendly staff', 4), ('friendly great', 3)]","[('small room', 5), ('bit small', 3), ('noisy little', 2), ('per person', 2), ('bathroom small', 2)]"
768,Victoire Germain,"[('clean friendly', 4), ('staff location', 3), ('great location', 2), ('friendly great', 2), ('great staff', 2)]","[('small room', 2), ('liked everything', 1), ('everything hotel', 1), ('got cancelled', 1), ('cancelled train', 1)]"
769,Le Littr ,"[('breakfast friendly', 3), ('helpful staff', 2), ('helpful breakfast', 2), ('helpful friendly', 2), ('shower nicest', 1)]","[('terraced malfunction', 1), ('malfunction faced', 1), ('faced staff', 1), ('staff group', 1), ('improve necessary', 1)]"
770,Hotel Le Sainte Beuve,"[('helpful staff', 8), ('staff location', 4), ('hotel staff', 4), ('friendly staff', 4), ('localization polite', 2)]","[('small room', 6), ('registration standard', 2), ('standard paris', 2), ('paris discouraged', 2), ('discouraged scandalous', 2)]"
771,Hotel Villa Saxe Eiffel,"[('eiffel tower', 9), ('good room', 3), ('great hotel', 2), ('size good', 2), ('desk front', 2)]","[('metro station', 2), ('perfect everything', 2), ('frequently fairly', 1), ('fairly four', 1), ('four metro', 1)]"
772,Thistle Hyde Park,"[('hyde park', 16), ('friendly staff', 12), ('helpful friendly', 8), ('staff location', 8), ('room staff', 6)]","[('hot water', 5), ('dated little', 2), ('little bathroom', 2), ('lancaster gate', 2), ('fi wi', 2)]"
773,Holiday Inn Paris Saint Germain des Pr s,"[('good location', 9), ('great location', 7), ('comfortable bed', 5), ('friendly staff', 5), ('breakfast good', 5)]","[('small room', 11), ('tub drain', 2), ('bathroom small', 2), ('hot water', 2), ('fi wi', 2)]"
774,Hotel Spa La Belle Juliette,"[('staff location', 4), ('friendly staff', 3), ('great hotel', 2), ('hotel location', 2), ('good location', 2)]","[('small room', 5), ('corridor dark', 2), ('little room', 2), ('blacksmith workshop', 1), ('workshop wall', 1)]"
775,Rochester Champs Elysees,"[('staff location', 7), ('good staff', 4), ('helpful friendly', 3), ('nice room', 3), ('perfect location', 3)]","[('small breakfast', 4), ('high price', 3), ('breakfast hotel', 2), ('good breakfast', 2), ('service room', 2)]"
776,DoubleTree by Hilton London West End,"[('friendly staff', 34), ('staff location', 31), ('good staff', 22), ('helpful staff', 22), ('helpful friendly', 21)]","[('small room', 30), ('bed small', 10), ('hot water', 8), ('bit room', 6), ('could room', 6)]"
777,Hotel d Orsay Esprit de France,"[('staff location', 15), ('helpful friendly', 10), ('musee orsay', 8), ('friendly staff', 7), ('great staff', 6)]","[('small room', 7), ('bit small', 2), ('normal paris', 2), ('slow wifi', 2), ('could room', 2)]"
778,Mercure Paris Opera Louvre,"[('clean room', 3), ('louvre opera', 2), ('comfortable clean', 2), ('breakfast good', 2), ('staff location', 2)]","[('small room', 4), ('lift people', 2), ('could breakfast', 2), ('stupid biggest', 1), ('biggest flooded', 1)]"
779,La Villa des Ternes,"[('room location', 6), ('perfect location', 4), ('nice clean', 4), ('helpful friendly', 4), ('friendly staff', 4)]","[('small room', 5), ('tiny room', 3), ('breakfast room', 2), ('expensive small', 2), ('small breakfast', 2)]"
780,Holiday Inn London Kensington Forum,"[('breakfast good', 45), ('good location', 40), ('staff location', 30), ('excellent breakfast', 29), ('friendly staff', 24)]","[('small room', 44), ('bathroom small', 14), ('inn holiday', 11), ('fi wi', 10), ('uncomfortable pillow', 8)]"
781,Radisson Blu Edwardian Kenilworth,"[('staff location', 43), ('friendly staff', 32), ('comfortable bed', 29), ('comfy bed', 20), ('good staff', 20)]","[('small room', 51), ('size room', 11), ('bathroom small', 8), ('bed small', 7), ('little small', 5)]"
782,H tel Monna Lisa Champs Elys es,"[('staff location', 12), ('elysees champ', 4), ('good room', 3), ('room staff', 3), ('excellent staff', 3)]","[('small room', 8), ('afternoon room', 1), ('room cleaned', 1), ('cleaned late', 1), ('late left', 1)]"
783,H tel Waldorf Trocad ro,"[('helpful friendly', 5), ('helpful staff', 4), ('friendly staff', 4), ('breakfast friendly', 2), ('arc eiffel', 2)]","[('little small', 2), ('street view', 1), ('view hotel', 1), ('trip internet', 1), ('internet depend', 1)]"
784,Best Western Amiral Hotel,"[('swimming pool', 10), ('comfortable bed', 4), ('friendly staff', 4), ('staff location', 4), ('helpful friendly', 3)]","[('small room', 3), ('bit could', 2), ('little bit', 2), ('comment short', 1), ('short make', 1)]"
785,Hotel Les Th tres,"[('comfortable bed', 4), ('comfy bed', 3), ('helpful staff', 3), ('nice helpful', 3), ('quirky interesting', 2)]","[('small room', 8), ('bathroom small', 2), ('price bar', 2), ('bit room', 2), ('theatre vagrant', 1)]"
786,Mercure Paris 17 me Saint Lazare Monceau,"[('moulin rouge', 1), ('rouge montmartre', 1), ('montmartre knowledge', 1), ('knowledge kind', 1), ('chill equipment', 1)]","[('privilege mercure', 1), ('mercure replenish', 1), ('replenish room', 1), ('room brand', 1), ('shuffle ruin', 1)]"
787,Melia White House Hotel,"[('staff location', 24), ('friendly staff', 18), ('helpful staff', 12), ('good location', 10), ('breakfast great', 10)]","[('small room', 16), ('bathroom small', 5), ('price bar', 4), ('bathroom room', 4), ('drink expensive', 3)]"
788,Sir Albert Hotel,"[('comfortable bed', 9), ('friendly staff', 6), ('helpful friendly', 5), ('staff location', 5), ('comfy bed', 4)]","[('small room', 7), ('restaurant noisy', 3), ('expensive breakfast', 3), ('toilet great', 2), ('loud restaurant', 2)]"
789,The Waldorf Hilton,"[('friendly staff', 32), ('staff location', 22), ('helpful friendly', 22), ('good location', 16), ('great location', 16)]","[('executive lounge', 6), ('small room', 6), ('bar service', 5), ('conditioning air', 4), ('price bar', 4)]"
790,Corendon Vitality Hotel Amsterdam,"[('comfortable bed', 19), ('friendly staff', 16), ('helpful friendly', 13), ('clean room', 13), ('comfy bed', 13)]","[('city far', 9), ('pay use', 7), ('center city', 6), ('food expensive', 5), ('centre city', 5)]"
791,Hotel Bellevue Wien,"[('spacious room', 2), ('room staff', 2), ('tram centre', 2), ('transport close', 2), ('breakfast great', 2)]","[('alert door', 1), ('door sign', 1), ('sign inside', 1), ('inside properly', 1), ('car arrived', 1)]"
792,Maison Borella,"[('borella maison', 5), ('breakfast good', 3), ('hotel location', 3), ('decoration style', 2), ('courtyard canal', 2)]","[('convenient main', 2), ('needed little', 2), ('naviglio grande', 1), ('grande dined', 1), ('dined mosquito', 1)]"
793,Hotel Am Konzerthaus Vienna MGallery by Sofitel,"[('room staff', 7), ('staff location', 6), ('breakfast good', 5), ('excellent nice', 4), ('comfortable nice', 4)]","[('included price', 3), ('price breakfast', 3), ('breakfast room', 2), ('air room', 2), ('uncomfortable bed', 2)]"
794,Park Hyatt Vienna,"[('room location', 3), ('staff location', 3), ('luxurious spa', 2), ('nice good', 2), ('good room', 2)]","[('service room', 2), ('pricy bit', 1), ('bathrobe mind', 1), ('mind missing', 1), ('missing child', 1)]"
795,Hilton Vienna,"[('staff location', 16), ('good location', 16), ('executive lounge', 13), ('comfortable bed', 13), ('room location', 12)]","[('free wifi', 30), ('wifi room', 18), ('fi wi', 17), ('paid wifi', 6), ('internet free', 6)]"
796,Catalonia Port,"[('helpful friendly', 5), ('staff location', 5), ('gothic quarter', 4), ('great location', 4), ('friendly great', 3)]","[('tea coffee', 2), ('swimming pool', 2), ('pool small', 2), ('pool ladder', 1), ('ladder therefore', 1)]"
797,Hampshire Hotel Rembrandt Square Amsterdam,"[('good location', 33), ('staff location', 31), ('great location', 30), ('room location', 15), ('comfy bed', 15)]","[('small room', 9), ('pushed together', 7), ('bed together', 5), ('together single', 5), ('slow wifi', 5)]"
798,Eurostars Angli,"[('comfortable clean', 3), ('modern comfortable', 2), ('staff location', 2), ('spacious modern', 2), ('modern clean', 2)]","[('reformed need', 2), ('need room', 2), ('ferrocavil journey', 1), ('journey barcelona', 1), ('barcelona longer', 1)]"
799,Pillows Anna van den Vondel Amsterdam,"[('friendly great', 2), ('amazing bed', 2), ('come pillow', 2), ('comfortable bed', 2), ('beatuful interior', 1)]","[('guess amsterdam', 1), ('amsterdam normal', 1), ('normal center', 1), ('center staying', 1), ('think expensive', 1)]"
800,Schlosshotel R mischer Kaiser,"[('staff location', 20), ('breakfast great', 12), ('friendly staff', 8), ('excellent helpful', 6), ('helpful staff', 6)]","[('anything think', 3), ('fi wi', 2), ('tried something', 2), ('hot room', 2), ('screen across', 2)]"
801,Hotel Mailberger Hof,"[('staff location', 17), ('excellent breakfast', 14), ('helpful breakfast', 12), ('breakfast great', 11), ('breakfast good', 10)]","[('tea facility', 4), ('reception staff', 3), ('facility coffee', 3), ('old room', 3), ('staff breakfast', 3)]"
802,Best Western Delphi Hotel,"[('helpful staff', 4), ('friendly staff', 2), ('water tea', 2), ('shower comfortable', 2), ('quiet nice', 2)]","[('coffee room', 2), ('bed small', 2), ('small room', 2), ('full size', 1), ('size shower', 1)]"
803,Apollofirst Boutique Hotel,"[('helpful friendly', 15), ('friendly staff', 13), ('helpful staff', 7), ('stop tram', 6), ('clean helpful', 6)]","[('small room', 9), ('facility coffee', 5), ('tea facility', 4), ('making tea', 4), ('little small', 3)]"
804,Hilton Amsterdam,"[('staff location', 6), ('friendly staff', 6), ('comfortable bed', 5), ('helpful friendly', 5), ('friendly great', 4)]","[('old hotel', 4), ('swimming pool', 4), ('fi wi', 3), ('free wifi', 3), ('expensive bar', 2)]"
805,Apollo Hotel Amsterdam,"[('friendly staff', 24), ('helpful friendly', 13), ('comfortable bed', 12), ('room staff', 10), ('clean room', 8)]","[('expensive breakfast', 9), ('parking expensive', 7), ('city far', 7), ('far bit', 7), ('centre far', 6)]"
806,Catalonia Catedral,"[('staff location', 25), ('gothic quarter', 13), ('great location', 10), ('helpful friendly', 9), ('friendly staff', 9)]","[('small room', 4), ('could breakfast', 3), ('price breakfast', 3), ('tonic gin', 2), ('shelf closet', 2)]"
807,Element Amsterdam,"[('comfortable bed', 7), ('comfy bed', 7), ('nice breakfast', 5), ('friendly staff', 4), ('tram centre', 3)]","[('city far', 4), ('anything find', 2), ('transport local', 2), ('everything good', 2), ('thing coffee', 2)]"
808,Axel Hotel Barcelona Urban Spa Adults Only,"[('staff location', 26), ('friendly staff', 24), ('great location', 13), ('helpful friendly', 12), ('clean friendly', 11)]","[('poor breakfast', 3), ('small room', 3), ('slow wifi', 3), ('gay hotel', 2), ('informed hotel', 2)]"
809,Cram,"[('helpful friendly', 4), ('friendly staff', 4), ('friendly room', 3), ('staff location', 3), ('comfortable bed', 3)]","[('tea facility', 4), ('facility coffee', 4), ('open door', 2), ('expensive breakfast', 2), ('smaller expected', 2)]"
810,Urban Lodge Hotel,"[('friendly staff', 20), ('close station', 16), ('clean friendly', 15), ('clean helpful', 14), ('comfortable bed', 14)]","[('price breakfast', 8), ('bus tram', 6), ('city far', 6), ('sheet changed', 5), ('better could', 5)]"
811,Novotel Wien City,"[('good location', 7), ('staff location', 7), ('good hotel', 5), ('distance walking', 4), ('great good', 4)]","[('small room', 9), ('expensive breakfast', 5), ('family small', 3), ('adult child', 2), ('vienna information', 2)]"
812,The Levante Parliament A Design Hotel,"[('friendly staff', 12), ('staff location', 10), ('breakfast friendly', 6), ('good location', 6), ('breakfast great', 5)]","[('small room', 8), ('making tea', 6), ('tea facility', 5), ('facility coffee', 4), ('fi wi', 3)]"
813,Room Mate Gerard,"[('tiny gladly', 1), ('gladly noon', 1), ('noon bother', 1), ('bother sun', 1), ('far standard', 1)]","[('earplug neighbouring', 1), ('neighbouring tour', 1), ('tour soundproof', 1), ('soundproof could', 1), ('balanced ratio', 1)]"
814,H10 Marina Barcelona,"[('friendly staff', 10), ('helpful friendly', 9), ('clean room', 6), ('comfy bed', 5), ('money value', 5)]","[('small room', 4), ('changing spa', 2), ('spa top', 2), ('roof top', 2), ('quite need', 2)]"
815,Barcelona Princess,"[('breakfast good', 14), ('good location', 11), ('view great', 11), ('breakfast great', 9), ('view breakfast', 9)]","[('city far', 9), ('slow lift', 5), ('pool small', 5), ('far location', 4), ('center city', 4)]"
816,Novotel Barcelona City,"[('excellent breakfast', 8), ('roof top', 7), ('friendly staff', 5), ('breakfast great', 5), ('roof terrace', 4)]","[('small room', 5), ('bed small', 4), ('kid sofa', 3), ('pool enough', 2), ('little could', 2)]"
817,The Gates Diagonal Barcelona,"[('friendly staff', 7), ('helpful friendly', 4), ('breakfast good', 4), ('agbar torre', 4), ('staff location', 4)]","[('pool small', 3), ('cold bit', 2), ('bit could', 2), ('could room', 2), ('private rooftop', 2)]"
818,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,"[('clean hotel', 3), ('room location', 3), ('clean friendly', 2), ('everything excellent', 2), ('excellent clean', 2)]","[('ironing board', 2), ('free wifi', 2), ('stored blood', 1), ('blood one', 1), ('one luckily', 1)]"
819,Wilson Boutique Hotel,"[('good location', 4), ('breakfast friendly', 3), ('comfy bed', 3), ('stop bus', 2), ('fi wi', 2)]","[('slow lift', 3), ('tea facility', 2), ('facility coffee', 2), ('spiral cotton', 1), ('cotton perfectly', 1)]"
820,NH Hesperia Barcelona Presidente,"[('comfortable bed', 4), ('room staff', 3), ('nice hotel', 3), ('good room', 3), ('friendly staff', 3)]","[('expensive breakfast', 3), ('wall door', 2), ('facility old', 2), ('disposable toothbrush', 1), ('toothbrush slipper', 1)]"
821,Hilton Barcelona,"[('great staff', 3), ('good facility', 2), ('shower bed', 2), ('worker asset', 1), ('asset doorman', 1)]","[('supervised could', 1), ('could cleaning', 1), ('cleaning feel', 1), ('feel comfortable', 1), ('centralized enhanced', 1)]"
822,Vincci Mae,"[('good staff', 3), ('hotel location', 3), ('roof terrace', 3), ('beautiful restaurant', 2), ('breakfast friendly', 2)]","[('mattered sunlight', 1), ('sunlight nit', 1), ('nit suited', 1), ('suited funny', 1), ('coffee supplied', 1)]"
823,Fairmont Rey Juan Carlos I,"[('helpful staff', 5), ('friendly staff', 5), ('good staff', 4), ('nou camp', 3), ('nice helpful', 3)]","[('far location', 4), ('center city', 3), ('old room', 3), ('food restaurant', 2), ('city far', 2)]"
824,Pullman Barcelona Skipper,"[('staff location', 8), ('room location', 5), ('helpful staff', 5), ('club beach', 4), ('rooftop pool', 4)]","[('everything great', 2), ('function private', 2), ('drink pool', 2), ('closed pool', 2), ('parking expensive', 2)]"
825,Hotel Ciutadella Barcelona,"[('great location', 4), ('hotel location', 3), ('good location', 3), ('friendly great', 2), ('great staff', 2)]","[('channel english', 2), ('sound corridor', 2), ('tea facility', 2), ('white pleasing', 1), ('pleasing grey', 1)]"
826,Catalonia Atenas,"[('friendly staff', 29), ('familia sagrada', 26), ('metro close', 25), ('helpful friendly', 20), ('metro station', 13)]","[('small room', 14), ('coffee room', 11), ('tea facility', 10), ('facility coffee', 9), ('swimming pool', 9)]"
827,Tryp Barcelona Apolo Hotel,"[('staff location', 15), ('breakfast good', 7), ('good location', 6), ('breakfast great', 6), ('friendly staff', 5)]","[('need bathroom', 2), ('dirty rusty', 2), ('rusty musty', 2), ('musty outdated', 2), ('outdated replaced', 2)]"
828,Sansi Pedralbes,"[('great staff', 2), ('staff location', 2), ('group across', 1), ('across come', 1), ('come ever', 1)]","[('elsewhere nearby', 1), ('nearby offered', 1), ('offered high', 1), ('high price', 1), ('settling around', 1)]"
829,Crowne Plaza Barcelona Fira Center,"[('service breakfast', 4), ('friendly staff', 4), ('dining interior', 3), ('interior design', 3), ('design service', 3)]","[('overall uncomfortable', 3), ('uncomfortable pillow', 2), ('pillow bit', 2), ('complaint overall', 2), ('cold fed', 1)]"
830,Gran Hotel Torre Catalunya,"[('view restaurant', 9), ('close station', 6), ('view comfortable', 6), ('amazing view', 6), ('hotel staff', 5)]","[('attraction barcelona', 2), ('anything think', 2), ('ice machine', 2), ('expensive breakfast', 2), ('view great', 2)]"
831,H10 Itaca,"[('helpful staff', 4), ('clean helpful', 3), ('gp moto', 2), ('bed good', 2), ('breakfast good', 2)]","[('swimming pool', 3), ('paddling pool', 2), ('deep cm', 2), ('old need', 2), ('botherd obstacle', 1)]"
832,Hotel Abbot,"[('friendly staff', 2), ('sants close', 2), ('desk front', 1), ('front excellent', 1), ('excellent helpful', 1)]","[('sewage pipe', 1), ('pipe barcelona', 1), ('barcelona couple', 1), ('couple came', 1), ('charmless spain', 1)]"
833,Sercotel Amister Art Hotel Barcelona,"[('helpful staff', 2), ('helpful friendly', 2), ('friendly staff', 2), ('staff location', 2), ('money value', 2)]","[('building next', 2), ('tiny pool', 2), ('challenge american', 1), ('american larger', 1), ('larger may', 1)]"
834,Melia Barcelona Sarri ,"[('comfortable bed', 5), ('breakfast good', 5), ('friendly staff', 3), ('good location', 3), ('helpful staff', 3)]","[('park car', 3), ('channel english', 2), ('unit maintenance', 1), ('maintenance control', 1), ('control ac', 1)]"
835,ABaC Restaurant Hotel Barcelona GL Monumento,"[('average bigger', 1), ('bigger barcelona', 1), ('barcelona size', 1), ('size room', 1), ('enhanced occasion', 1)]","[('even week', 1), ('week restaurant', 1), ('restaurant menu', 1), ('menu said', 1), ('aperitif carte', 1)]"
836,Col n Hotel Barcelona,"[('staff location', 15), ('great location', 10), ('room location', 7), ('helpful friendly', 6), ('hotel location', 5)]","[('facility coffee', 3), ('anything think', 2), ('little bit', 2), ('restaurant expensive', 2), ('quite expensive', 2)]"
837,Hotel SB Icaria Barcelona,"[('helpful friendly', 18), ('friendly staff', 18), ('staff location', 15), ('great staff', 12), ('breakfast good', 11)]","[('fi wi', 7), ('conditioning air', 5), ('swimming pool', 3), ('stag hen', 3), ('desk front', 3)]"
838,Hotel Barcelona Universal,"[('great room', 10), ('friendly staff', 8), ('staff location', 7), ('rooftop pool', 5), ('roof terrace', 5)]","[('liked everything', 3), ('making tea', 3), ('coffee room', 3), ('thin wall', 2), ('comfortable little', 2)]"
839,Aparthotel Arai 4 Superior,"[('staff location', 13), ('helpful staff', 10), ('great location', 9), ('great staff', 7), ('gothic quarter', 6)]","[('pricey little', 2), ('gothic quarter', 1), ('quarter staying', 1), ('staying crowd', 1), ('crowd dealing', 1)]"
840,NH Collection Barcelona Podium,"[('staff location', 9), ('great hotel', 4), ('nice clean', 4), ('friendly staff', 4), ('clean helpful', 3)]","[('slow wifi', 2), ('small room', 2), ('anything think', 2), ('tile cleaning', 1), ('cleaning pool', 1)]"
841,Hotel Ronda Lesseps,"[('money value', 3), ('metro close', 3), ('food really', 2), ('reception staff', 2), ('lesseps guell', 2)]","[('could breakfast', 3), ('better could', 2), ('hotel sound', 1), ('sound tool', 1), ('tool active', 1)]"
842,Hotel Barcelona Center,"[('staff location', 15), ('comfortable bed', 11), ('good location', 8), ('friendly staff', 8), ('roof terrace', 7)]","[('little bit', 3), ('could breakfast', 3), ('hotel room', 2), ('terrace roof', 2), ('bit could', 2)]"
843,Olivia Balmes Hotel,"[('staff location', 21), ('friendly staff', 17), ('helpful friendly', 15), ('great staff', 10), ('balmes olivia', 8)]","[('expensive breakfast', 4), ('could breakfast', 3), ('better really', 2), ('pool use', 2), ('terrace roof', 2)]"
844,Catalonia Diagonal Centro,"[('good location', 9), ('staff location', 9), ('comfortable bed', 8), ('good staff', 5), ('friendly staff', 5)]","[('pool small', 4), ('swimming pool', 3), ('breakfast room', 3), ('comfortable bed', 2), ('bed room', 2)]"
845,The Capital,"[('staff location', 11), ('friendly staff', 5), ('helpful staff', 5), ('great location', 4), ('helpful friendly', 4)]","[('hotel lobby', 2), ('sofa lounge', 2), ('internet slow', 2), ('small room', 2), ('bed room', 2)]"
846,Vienna Sporthotel,"[('nice helpful', 2), ('pay tv', 2), ('facility nice', 2), ('swimming pool', 2), ('happel ernst', 1)]","[('could breakfast', 2), ('perfect everything', 1), ('notebook suck', 1), ('suck suitable', 1), ('suitable mean', 1)]"
847,Megaro Hotel,"[('cross king', 56), ('staff location', 31), ('friendly staff', 28), ('pancras cross', 17), ('room staff', 17)]","[('noisy bit', 4), ('everything great', 4), ('hot water', 4), ('noisy room', 4), ('small room', 4)]"
848,Hotel De Hallen,"[('great hotel', 7), ('helpful friendly', 6), ('great location', 6), ('staff location', 4), ('breakfast good', 4)]","[('small room', 7), ('window room', 6), ('building next', 3), ('outside window', 3), ('window small', 3)]"
