,Hotel_name,Positive_summary,Negative_summary
642,The Chess Hotel,"[('location staff', 12), ('great location', 10), ('good location', 7), ('friendly location', 5), ('helpful friendly', 5)]","[('small room', 12), ('tea coffee', 3), ('bit small', 3), ('size room', 3), ('coffee room', 2)]"
643,AC Hotel Paris Porte Maillot by Marriott,"[('maillot porte', 4), ('location staff', 4), ('comfortable clean', 3), ('helpful friendly', 3), ('good location', 3)]","[('beaten track', 1), ('track sure', 1), ('sure included', 1), ('included little', 1), ('spilling drained', 1)]"
644,B Montmartre,"[('location staff', 5), ('friendly staff', 4), ('good location', 3), ('staff room', 3), ('helpful friendly', 3)]","[('otherwise lighting', 1), ('lighting dark', 1), ('dark side', 1), ('side liked', 1), ('shuttiing functionality', 1)]"
645,H tel Regent s Garden,"[('location staff', 5), ('great location', 4), ('everything great', 3), ('friendly staff', 2), ('wifi great', 2)]","[('bathroom small', 2), ('ornage turned', 1), ('turned everday', 1), ('everday cooled', 1), ('cooled justify', 1)]"
646,Mercure Paris 15 Porte de Versailles,"[('good access', 1), ('access metro', 1), ('metro quiet', 1), ('quiet comfortable', 1), ('maintenace swearing', 1)]","[('small room', 3), ('couple thing', 1), ('thing could', 1), ('could bathroom', 1), ('bathroom clean', 1)]"
647,Hotel Le Placide Saint Germain Des Pr s,"[('marche bon', 4), ('accommodating loved', 1), ('loved nice', 1), ('nice helpful', 1), ('helpful location', 1)]","[('full installed', 1), ('installed dressed', 1), ('dressed need', 1), ('need held', 1), ('room neighbor', 1)]"
648,Hotel VIU Milan,"[('great hotel', 3), ('brand new', 2), ('hotel staff', 2), ('month clear', 1), ('clear everyone', 1)]","[('lacklustre lounger', 1), ('lounger beside', 1), ('beside taking', 1), ('taking might', 1), ('chinatown star', 1)]"
649,Sofitel London St James,"[('location staff', 26), ('great location', 13), ('hotel location', 8), ('helpful friendly', 8), ('friendly staff', 6)]","[('view room', 5), ('small room', 4), ('bathroom small', 3), ('expensive breakfast', 3), ('expensive food', 2)]"
650,Baglioni Hotel London The Leading Hotels of the World,"[('friendly staff', 7), ('location staff', 5), ('helpful friendly', 4), ('excellent friendly', 3), ('excellent helpful', 3)]","[('expensive breakfast', 2), ('kettle tea', 2), ('bill minted', 1), ('minted presumed', 1), ('presumed hate', 1)]"
651,DoubleTree by Hilton London Islington,"[('friendly staff', 20), ('location staff', 19), ('helpful friendly', 17), ('comfortable clean', 17), ('great location', 17)]","[('small room', 6), ('service room', 5), ('expensive breakfast', 5), ('better could', 4), ('hot water', 4)]"
652,Nell Hotel Suites,"[('location staff', 3), ('helpful friendly', 2), ('clean location', 2), ('clean helpful', 2), ('helpful staff', 2)]","[('apartment milk', 1), ('milk complimentary', 1), ('complimentary found', 1), ('found tiny', 1), ('neighborhood traffic', 1)]"
653,Rydges Kensington Hotel,"[('location staff', 32), ('great location', 24), ('good location', 15), ('royal albert', 13), ('comfortable clean', 11)]","[('small room', 15), ('bathroom small', 7), ('little small', 3), ('anything think', 3), ('could bathroom', 3)]"
654,Club Quarters Hotel Lincoln s Inn Fields,"[('great location', 45), ('good location', 38), ('location staff', 37), ('helpful friendly', 25), ('location room', 23)]","[('small room', 14), ('included breakfast', 6), ('expensive breakfast', 6), ('lincoln field', 5), ('little small', 5)]"
655,Novotel Paris Centre Tour Eiffel,"[('eiffel tower', 23), ('good location', 19), ('eiffel river', 12), ('great location', 11), ('location staff', 11)]","[('small room', 5), ('eiffel tower', 3), ('water floor', 3), ('poor service', 3), ('hot water', 3)]"
656,Best Western Plus 61 Paris Nation Hotel,"[('metro station', 6), ('near metro', 4), ('helpful staff', 4), ('station close', 3), ('metro close', 2)]","[('small room', 7), ('cleaning guest', 1), ('guest slam', 1), ('slam priority', 1), ('priority shut', 1)]"
657,Hotel Monsieur,"[('helpful friendly', 8), ('good location', 6), ('friendly good', 5), ('friendly staff', 5), ('location staff', 5)]","[('little breakfast', 2), ('tunisian receptionist', 2), ('receptionist cuz', 2), ('cuz told', 2), ('told uniform', 2)]"
658,Hotel Saint Dominique,"[('eiffel tower', 6), ('good location', 4), ('location staff', 4), ('cler rue', 2), ('great good', 2)]","[('small room', 5), ('twin bed', 2), ('lifting little', 1), ('little awkward', 1), ('awkward considering', 1)]"
659,Clayton Hotel Chiswick,"[('comfortable bed', 23), ('comfortable clean', 21), ('clean room', 12), ('helpful staff', 11), ('good breakfast', 10)]","[('car park', 6), ('alarm fire', 6), ('car parking', 4), ('parking expensive', 4), ('little room', 3)]"
660,Park Plaza London Park Royal,"[('staff room', 7), ('friendly staff', 6), ('great breakfast', 4), ('clean friendly', 4), ('comfortable bed', 3)]","[('door loo', 2), ('door bathroom', 2), ('car pay', 2), ('space parking', 2), ('parking free', 2)]"
661,Hotel Malte Astotel,"[('nice bed', 2), ('bed room', 2), ('always sleeping', 1), ('sleeping anyone', 1), ('anyone stair', 1)]","[('utilizing soaked', 1), ('soaked teeth', 1), ('teeth efficiently', 1), ('efficiently brush', 1), ('shelf drawer', 1)]"
662,Best Western Palm Hotel,"[('friendly staff', 28), ('comfortable clean', 21), ('helpful staff', 21), ('helpful friendly', 18), ('good breakfast', 15)]","[('corridor smell', 7), ('limited parking', 6), ('busy road', 5), ('far tube', 5), ('far away', 4)]"
663,InterContinental Paris Avenue Marceau,"[('good location', 5), ('location staff', 5), ('helpful friendly', 2), ('great location', 2), ('staff room', 2)]","[('small room', 3), ('bathroom small', 2), ('intercontinental uncomfortable', 1), ('uncomfortable poor', 1), ('poor size', 1)]"
664,Mercure Tour Eiffel Grenelle,"[('eiffel tower', 7), ('location staff', 2), ('min eiffel', 1), ('tower always', 1), ('always patisserie', 1)]","[('eiffel tower', 2), ('small room', 2), ('experienced perfect', 1), ('perfect everything', 1), ('everything hotel', 1)]"
665,Mercure Paris Bastille Saint Antoine,"[('location staff', 3), ('good room', 2), ('friendly great', 2), ('balcony kind', 1), ('kind good', 1)]","[('small room', 2), ('smelling fortunately', 1), ('fortunately arrange', 1), ('arrange cigarette', 1), ('cigarette age', 1)]"
666,Boutique H tel Konfidentiel,"[('great location', 2), ('street louvre', 1), ('louvre important', 1), ('important appointed', 1), ('appointed courteous', 1)]","[('code one', 1), ('one enter', 1), ('enter might', 1), ('might fact', 1), ('antoinette marie', 1)]"
667,The Piccadilly London West End,"[('location staff', 54), ('great location', 52), ('helpful friendly', 26), ('friendly staff', 21), ('good location', 18)]","[('small room', 29), ('small bed', 9), ('better could', 7), ('bathroom small', 7), ('bit room', 5)]"
668,R Kipling by Happyculture,"[('friendly staff', 6), ('afternoon wine', 5), ('helpful friendly', 5), ('moulin rouge', 4), ('great location', 2)]","[('small room', 7), ('size small', 2), ('paid felt', 1), ('felt spilling', 1), ('spilling accident', 1)]"
669,Hotel Des Saints Peres Esprit de France,"[('location staff', 7), ('great location', 6), ('helpful friendly', 5), ('germain saint', 4), ('boulevard germain', 3)]","[('small room', 3), ('please leave', 1), ('see statement', 1), ('statement inedible', 1), ('inedible air', 1)]"
670,Best Western Hotel Montmartre Sacr Coeur,"[('nord du', 10), ('friendly staff', 9), ('du gare', 9), ('metro close', 8), ('helpful friendly', 7)]","[('small room', 8), ('safe dirty', 2), ('coeur sacre', 2), ('wallet leaf', 2), ('leaf desired', 2)]"
671,Kingsway Hall Hotel,"[('location staff', 40), ('great location', 28), ('helpful friendly', 23), ('good location', 18), ('friendly staff', 14)]","[('hard pillow', 5), ('better could', 4), ('expensive breakfast', 4), ('anything think', 3), ('drink expensive', 3)]"
672,Mandarin Oriental Hyde Park London,"[('location staff', 5), ('service location', 4), ('staff room', 3), ('good location', 2), ('good hotel', 2)]","[('excellence improve', 1), ('improve hard', 1), ('hard would', 1), ('aircon mo', 1), ('mo portable', 1)]"
673,H tel Jos phine by Happyculture,"[('moulin rouge', 5), ('friendly staff', 3), ('location staff', 3), ('friendly good', 2), ('good breakfast', 2)]","[('accepting bank', 1), ('bank managed', 1), ('managed smile', 1), ('smile card', 1), ('may cleaning', 1)]"
674,Radisson Blu Edwardian Vanderbilt,"[('location staff', 49), ('helpful friendly', 43), ('friendly staff', 39), ('good breakfast', 37), ('breakfast location', 34)]","[('small room', 54), ('bathroom small', 15), ('bit small', 8), ('small bed', 8), ('lamp bedside', 6)]"
675,Hotel Le Chat Noir,"[('moulin rouge', 8), ('friendly staff', 5), ('location staff', 4), ('great location', 4), ('noir chat', 3)]","[('sex red', 2), ('english tv', 2), ('sex environment', 1), ('environment saying', 1), ('saying totally', 1)]"
676,Hotel Cafe Royal,"[('location staff', 21), ('great location', 15), ('hotel location', 8), ('friendly staff', 6), ('bed location', 5)]","[('lighting bedroom', 3), ('little bit', 3), ('better much', 2), ('uncomfortable bed', 2), ('dark room', 2)]"
677,Mercure Vaugirard Paris Porte De Versailles,"[('good location', 3), ('location room', 3), ('comfortable clean', 3), ('comfortable room', 3), ('versailles porte', 3)]","[('price breakfast', 3), ('wifi good', 2), ('cooler matter', 1), ('matter issue', 1), ('issue hot', 1)]"
678,Grange Rochester Hotel,"[('great location', 19), ('location staff', 15), ('good location', 12), ('helpful friendly', 11), ('friendly staff', 8)]","[('expensive breakfast', 8), ('small room', 6), ('bathroom small', 5), ('conditioning air', 4), ('expensive london', 2)]"
679,Gainsborough Hotel,"[('good location', 39), ('location staff', 29), ('great location', 23), ('helpful friendly', 22), ('friendly staff', 18)]","[('small room', 20), ('water shower', 5), ('need hotel', 4), ('alarm fire', 4), ('could room', 4)]"
680,H tel Bel Ami,"[('location staff', 7), ('great location', 5), ('germain saint', 4), ('good location', 3), ('nice clean', 2)]","[('small room', 4), ('space enough', 2), ('bathroom small', 2), ('small breakfast', 2), ('price bit', 2)]"
681,St James Hotel Club Mayfair,"[('location staff', 7), ('great location', 6), ('hotel location', 6), ('friendly staff', 5), ('friendly good', 4)]","[('small room', 5), ('air unit', 3), ('making tea', 2), ('tea coffee', 2), ('coffee facility', 2)]"
682,Apex London Wall Hotel,"[('helpful staff', 8), ('staff room', 8), ('location staff', 8), ('comfortable bed', 6), ('great location', 6)]","[('anything think', 3), ('expensive breakfast', 3), ('pricey maybe', 2), ('area bar', 2), ('honest fault', 2)]"
683,Seraphine Kensington Gardens Hotel,"[('royal albert', 22), ('good location', 16), ('albert hall', 13), ('location staff', 12), ('great location', 10)]","[('small room', 8), ('hot water', 7), ('conditioning air', 4), ('small bed', 4), ('slow lift', 4)]"
684,Hotel de Nell,"[('excellent helpful', 3), ('helpful great', 3), ('great hotel', 2), ('recommend definitely', 2), ('service excellent', 2)]","[('brick onto', 1), ('onto looking', 1), ('looking wall', 1), ('wall bathroom', 1), ('tab complimentary', 1)]"
685,9Hotel Republique,"[('helpful friendly', 7), ('nord du', 6), ('nice clean', 6), ('du gare', 4), ('bonsergent jacques', 4)]","[('small room', 15), ('bit small', 4), ('really small', 2), ('outside window', 2), ('gym small', 2)]"
686,Goralska R sidences H tel Paris Bastille,"[('unique pleasantry', 1), ('pleasantry gem', 1), ('gem exceptionally', 1), ('exceptionally decoration', 1), ('seine canal', 1)]","[('complaint excellent', 1), ('anything think', 1), ('think like', 1), ('like everything', 1), ('everything great', 1)]"
687,Club Quarters Hotel Gracechurch,"[('great location', 35), ('good location', 35), ('location staff', 28), ('value money', 25), ('coffee free', 22)]","[('small room', 7), ('pillow extra', 6), ('weekend closed', 4), ('extra would', 4), ('would nice', 4)]"
688,Grange Blooms Hotel,"[('location staff', 8), ('good location', 5), ('staff room', 5), ('comfortable helpful', 4), ('value money', 4)]","[('small room', 5), ('socket plug', 3), ('price breakfast', 2), ('bathroom small', 2), ('little small', 2)]"
689,DoubleTree by Hilton Hotel London Tower of London,"[('sky lounge', 110), ('great location', 61), ('location staff', 54), ('good location', 49), ('friendly staff', 48)]","[('small room', 36), ('drink expensive', 18), ('drink price', 17), ('noisy air', 15), ('wait long', 14)]"
690,H tel Baume,"[('location staff', 8), ('nice friendly', 6), ('comfortable nice', 4), ('notre dame', 4), ('clean great', 4)]","[('small room', 10), ('price breakfast', 4), ('housekeeping amenity', 2), ('amenity proficient', 2), ('proficient towel', 2)]"
691,Hotel West End,"[('location staff', 6), ('helpful friendly', 4), ('great location', 4), ('staff room', 3), ('helpful staff', 3)]","[('small room', 5), ('small breakfast', 4), ('coffee facility', 3), ('breakfast room', 3), ('tea coffee', 2)]"
692,Arioso,"[('nice helpful', 2), ('located well', 2), ('helpful staff', 2), ('occassion french', 1), ('french every', 1)]","[('small room', 3), ('pay booking', 1), ('booking visa', 1), ('visa cash', 1), ('cash disappointed', 1)]"
693,H tel Lancaster Paris Champs Elys es,"[('location staff', 6), ('great location', 3), ('staff room', 3), ('like location', 2), ('classic style', 2)]","[('tea coffee', 2), ('star tea', 1), ('coffee like', 1), ('like enter', 1), ('original historical', 1)]"
694,Melia Paris Notre Dame,"[('location staff', 7), ('helpful friendly', 4), ('friendly location', 4), ('notre dame', 2), ('great location', 2)]","[('breakfast room', 2), ('deliver conditioned', 1), ('conditioned american', 1), ('american advertised', 1), ('advertised either', 1)]"
695,Hotel Mademoiselle,"[('nord du', 29), ('du gare', 18), ('location staff', 7), ('gare est', 6), ('est nord', 6)]","[('small room', 5), ('alarm fire', 2), ('poor room', 2), ('pop mirror', 1), ('mirror plug', 1)]"
696,Hotel Les Bains Paris,"[('super bar', 1), ('bar tasty', 1), ('tasty snack', 1), ('snack great', 1), ('trendiest disappointement', 1)]","[('burger mooing', 1), ('mooing still', 1), ('still raw', 1), ('raw fry', 1), ('plan unless', 1)]"
697,Hotel Ares Eiffel,"[('location staff', 13), ('eiffel tower', 10), ('helpful friendly', 8), ('friendly staff', 7), ('staff room', 4)]","[('small room', 5), ('tea coffee', 3), ('coffee facility', 3), ('expensive breakfast', 3), ('smaller expected', 2)]"
698,Francois 1er,"[('location staff', 10), ('elysees champ', 4), ('good location', 4), ('great location', 4), ('friendly location', 4)]","[('small room', 6), ('small breakfast', 3), ('really small', 2), ('breakfast room', 2), ('high price', 2)]"
699,H tel Montmartre Mon Amour,"[('coeur sacre', 5), ('location staff', 2), ('moulin rouge', 2), ('excellent location', 2), ('great location', 2)]","[('small room', 3), ('small elevator', 2), ('coffee facility', 2), ('consequently classic', 1), ('classic returned', 1)]"
700,Hotel Monceau Wagram,"[('location staff', 6), ('breakfast location', 6), ('good location', 4), ('triomphe arc', 3), ('hotel location', 3)]","[('small room', 3), ('bathroom small', 2), ('stay room', 2), ('cloth replacing', 1), ('replacing filthy', 1)]"
701,Novotel London Excel,"[('friendly staff', 11), ('location staff', 10), ('comfortable bed', 10), ('value money', 9), ('comfortable clean', 9)]","[('expensive breakfast', 5), ('restaurant bar', 4), ('bathroom small', 4), ('blocked sink', 3), ('could breakfast', 3)]"
702,Paris Marriott Champs Elysees Hotel,"[('location staff', 11), ('hotel location', 5), ('good location', 5), ('great location', 5), ('concierge especially', 2)]","[('value money', 4), ('avoidable marriott', 1), ('marriott responsive', 1), ('responsive experienced', 1), ('experienced wide', 1)]"
703,Mercure London Bridge,"[('location staff', 14), ('great location', 10), ('good breakfast', 9), ('good location', 7), ('helpful friendly', 7)]","[('small room', 6), ('lift small', 2), ('little bit', 2), ('bit bed', 2), ('better bit', 2)]"
704,H tel Exquis by Elegancia,"[('hotel location', 3), ('friendly staff', 3), ('friendly great', 3), ('beautifully designed', 2), ('equipped well', 2)]","[('small room', 15), ('bit small', 4), ('everything small', 2), ('stay small', 2), ('coffee facility', 2)]"
705,Grange Wellington Hotel,"[('good location', 13), ('great location', 12), ('location room', 10), ('friendly staff', 9), ('location staff', 9)]","[('expensive breakfast', 6), ('bit bed', 5), ('little bed', 5), ('hard pillow', 4), ('hard little', 4)]"
706,Les Jardins Du Marais,"[('good location', 6), ('comfortable bed', 4), ('location staff', 3), ('fantastic location', 2), ('facility comfortable', 2)]","[('drink expensive', 2), ('expensive price', 2), ('expensive breakfast', 2), ('rear dreadful', 1), ('dreadful view', 1)]"
707,Hotel Cavendish,"[('good breakfast', 53), ('good location', 43), ('location staff', 31), ('breakfast location', 30), ('great location', 22)]","[('small room', 34), ('fi wi', 7), ('tiny room', 6), ('table wait', 5), ('small bed', 5)]"
708,Park Grand London Hyde Park,"[('location staff', 41), ('friendly staff', 35), ('helpful friendly', 29), ('good location', 22), ('great location', 19)]","[('small room', 46), ('bathroom small', 14), ('mattress soft', 6), ('small bed', 6), ('bed room', 4)]"
709,Shaftesbury Metropolis London Hyde Park,"[('good location', 46), ('location staff', 41), ('friendly staff', 29), ('clean helpful', 23), ('helpful staff', 20)]","[('small room', 98), ('bathroom small', 20), ('small bed', 12), ('room small', 9), ('bit small', 9)]"
710,Radisson Blu Champs Elys es Paris,"[('location staff', 10), ('good location', 9), ('great location', 7), ('helpful friendly', 5), ('friendly staff', 4)]","[('small room', 4), ('old bit', 2), ('water shower', 2), ('bathroom room', 2), ('really small', 2)]"
711,Hotel Eiffel Blomet,"[('access hotel', 1), ('hotel metro', 1), ('metro also', 1), ('also close', 1), ('lovely connected', 1)]","[('diversity indian', 1), ('indian understanding', 1), ('understanding seeing', 1), ('seeing feel', 1), ('stronger capsule', 1)]"
712,Holiday Inn Paris Gare Montparnasse,"[('good location', 11), ('location staff', 10), ('metro station', 8), ('breakfast location', 7), ('helpful friendly', 6)]","[('small room', 6), ('wifi room', 3), ('inn holiday', 2), ('connection internet', 2), ('poor wifi', 2)]"
713,H tel Thoumieux,"[('eiffel boutique', 2), ('proper aesop', 1), ('aesop eclectic', 1), ('eclectic large', 1), ('large sample', 1)]","[('lighting dark', 2), ('perfect hotel', 1), ('tended requires', 1), ('requires climb', 1), ('climb stuffy', 1)]"
714,The Exhibitionist Hotel,"[('location staff', 30), ('hotel location', 16), ('friendly staff', 15), ('great location', 15), ('good location', 14)]","[('small room', 37), ('little small', 8), ('bit small', 6), ('size room', 5), ('breakfast room', 5)]"
715,Auteuil Tour Eiffel,"[('eiffel tower', 13), ('good location', 9), ('location staff', 6), ('good breakfast', 5), ('value money', 3)]","[('uncomfortable bed', 2), ('fi wi', 2), ('better could', 2), ('tricky narrow', 1), ('narrow entrance', 1)]"
716,Ten Manchester Street Hotel,"[('location staff', 15), ('great location', 11), ('helpful friendly', 8), ('good location', 7), ('hotel location', 5)]","[('small room', 10), ('small rate', 2), ('service staff', 2), ('high price', 2), ('size room', 2)]"
717,Mercure London Hyde Park,"[('friendly staff', 6), ('helpful friendly', 5), ('great location', 5), ('good location', 5), ('location staff', 5)]","[('small room', 23), ('bit small', 3), ('little could', 3), ('little small', 3), ('anything think', 2)]"
718,London Bridge Hotel,"[('great location', 10), ('location staff', 9), ('shard bridge', 5), ('borough shard', 4), ('helpful friendly', 4)]","[('small room', 7), ('hot water', 3), ('bathroom small', 3), ('little small', 2), ('small bed', 2)]"
719,Derby Alma,"[('eiffel tower', 13), ('location staff', 11), ('great location', 8), ('good location', 4), ('friendly great', 4)]","[('small room', 3), ('cost airport', 2), ('expensive breakfast', 2), ('expensive small', 2), ('okay worth', 1)]"
720,The Beaumont Hotel,"[('attention detail', 5), ('service location', 4), ('hotel location', 3), ('location staff', 3), ('deco art', 3)]","[('small room', 4), ('anything think', 2), ('bit small', 2), ('tomatie minestrone', 1), ('minestrone think', 1)]"
721,Mercure Paris Gobelins Place d Italie,"[('good breakfast', 2), ('quiet room', 2), ('quiet excellent', 1), ('excellent clean', 1), ('clean good', 1)]","[('friendlier lobby', 1), ('lobby area', 1), ('area could', 1), ('could small', 1), ('deduction euro', 1)]"
722,H tel Original Paris,"[('location staff', 3), ('valentino bag', 1), ('bag handbag', 1), ('handbag search', 1), ('search efficiently', 1)]","[('allows weak', 1), ('weak bathtub', 1), ('bathtub wet', 1), ('wet instead', 1), ('tub toiled', 1)]"
723,The Grand at Trafalgar Square,"[('location staff', 52), ('great location', 33), ('excellent location', 25), ('friendly location', 24), ('good location', 19)]","[('small room', 7), ('bathroom small', 4), ('closed pm', 3), ('expensive breakfast', 3), ('hotel room', 3)]"
724,Club Quarters Hotel Trafalgar Square,"[('great location', 57), ('location staff', 42), ('good location', 35), ('location room', 27), ('excellent location', 23)]","[('small room', 9), ('expensive breakfast', 6), ('mini bar', 5), ('fridge mini', 5), ('tea coffee', 5)]"
725,The Laslett,"[('great location', 7), ('notting hill', 7), ('location staff', 7), ('friendly staff', 5), ('staff room', 4)]","[('small room', 6), ('tea coffee', 3), ('service breakfast', 3), ('coffee facility', 2), ('plumbing drain', 2)]"
726,Novotel Paris Les Halles,"[('location staff', 29), ('great location', 20), ('friendly staff', 15), ('helpful friendly', 10), ('notre dame', 9)]","[('construction outside', 5), ('small room', 4), ('halle forum', 3), ('construction reach', 3), ('price little', 3)]"
727,Melia Paris Vendome,"[('great location', 3), ('melia vendome', 2), ('bed good', 2), ('perfect location', 2), ('friendly staff', 2)]","[('small room', 2), ('work able', 1), ('able shorter', 1), ('shorter cut', 1), ('cut often', 1)]"
728,Chambiges Elys es,"[('helpful friendly', 7), ('location staff', 5), ('hotel location', 4), ('friendly great', 4), ('great location', 4)]","[('small breakfast', 4), ('breakfast room', 4), ('poor breakfast', 3), ('fi wi', 2), ('could breakfast', 2)]"
729,MARQUIS Faubourg St Honor Relais Ch teaux,"[('sunday falafel', 1), ('falafel dime', 1), ('dime sweetie', 1), ('sweetie shopping', 1), ('exeptionaly faubourg', 1)]","[('called later', 1), ('later pm', 1), ('pm bell', 1), ('bell hour', 1), ('unsual immediatly', 1)]"
730,H tel Le Bellechasse Saint Germain,"[('location staff', 4), ('helpful staff', 3), ('mu orsay', 2), ('helpful friendly', 2), ('staff room', 2)]","[('small room', 6), ('concern dry', 1), ('dry cleaning', 1), ('cleaning expensive', 1), ('expensive perfect', 1)]"
731,Hotel Verneuil Saint Germain,"[('excellent location', 5), ('great location', 5), ('location staff', 4), ('helpful friendly', 3), ('friendly good', 3)]","[('small room', 10), ('tea coffee', 3), ('coffee facility', 2), ('little small', 2), ('small great', 2)]"
732,Hotel Daniel Paris,"[('location staff', 2), ('versailles organise', 1), ('organise tasteful', 1), ('tasteful entry', 1), ('entry suggestion', 1)]","[('gym eiffel', 1), ('eiffel run', 1), ('run instead', 1), ('instead tower', 1), ('app connection', 1)]"
733,Residence Du Roy,"[('location staff', 19), ('great location', 13), ('good location', 9), ('location room', 7), ('clean friendly', 5)]","[('expensive breakfast', 5), ('fi wi', 3), ('included expensive', 2), ('slow wifi', 2), ('wifi free', 2)]"
734,La Maison Champs Elys es,"[('location staff', 7), ('great location', 4), ('good location', 3), ('helpful friendly', 3), ('hotel location', 2)]","[('small room', 2), ('ring lost', 1), ('lost except', 1), ('except find', 1), ('find bad', 1)]"
735,H tel Arvor Saint Georges,"[('location staff', 5), ('nice clean', 5), ('great location', 4), ('clean friendly', 3), ('quiet friendly', 2)]","[('small room', 4), ('would nice', 3), ('could breakfast', 2), ('tea coffee', 2), ('could room', 2)]"
736,The Belgrave Hotel,"[('good breakfast', 27), ('breakfast location', 21), ('location staff', 21), ('helpful friendly', 19), ('comfortable clean', 19)]","[('small room', 57), ('size room', 11), ('little small', 7), ('bit small', 5), ('quite small', 5)]"
737,TheWesley,"[('great location', 36), ('good location', 35), ('location staff', 33), ('station close', 28), ('friendly staff', 28)]","[('small room', 28), ('window view', 5), ('bit small', 5), ('bed room', 5), ('little small', 5)]"
738,Le M ridien Etoile,"[('good breakfast', 3), ('comfortable bed', 2), ('nice helpful', 2), ('good location', 2), ('location staff', 2)]","[('coffee room', 4), ('small room', 3), ('high price', 2), ('tea water', 2), ('water room', 2)]"
739,The Hoxton Shoreditch,"[('great hotel', 11), ('great location', 10), ('friendly great', 10), ('friendly staff', 10), ('restaurant bar', 9)]","[('small room', 5), ('comfortable bed', 3), ('gown dressing', 2), ('lumpy flat', 2), ('site building', 2)]"
740,The Cavendish London,"[('location staff', 17), ('great location', 15), ('excellent comfortable', 9), ('helpful friendly', 9), ('friendly staff', 8)]","[('small room', 12), ('hot water', 7), ('little small', 3), ('area reception', 3), ('expensive breakfast', 3)]"
741,Avo Hotel,"[('comfortable clean', 7), ('nice clean', 5), ('location staff', 4), ('good location', 4), ('gown dressing', 4)]","[('small room', 4), ('curry strong', 2), ('downstairs nice', 1), ('nice expected', 1), ('expected main', 1)]"
742,Hotel 82 London,"[('good location', 39), ('location staff', 36), ('great location', 27), ('helpful friendly', 17), ('value money', 14)]","[('small room', 8), ('sausage bacon', 7), ('street noisy', 6), ('poor breakfast', 5), ('elevator small', 5)]"
743,La Clef Tour Eiffel,"[('location staff', 14), ('eiffel tower', 13), ('location room', 10), ('great location', 7), ('eiffel de', 4)]","[('expensive breakfast', 4), ('together twin', 2), ('euro expensive', 2), ('window view', 2), ('could breakfast', 2)]"
744,Best Western Plus Seraphine Hammersmith Hotel,"[('hammersmith apollo', 31), ('good breakfast', 27), ('friendly staff', 22), ('good location', 20), ('location staff', 19)]","[('small room', 42), ('small bed', 8), ('work wifi', 7), ('bit small', 7), ('window room', 5)]"
745,La Chambre du Marais,"[('clarins product', 2), ('helpful friendly', 2), ('friendly staff', 2), ('comfortable bed', 2), ('perfect everything', 2)]","[('small room', 3), ('bit small', 2), ('paris small', 2), ('size room', 2), ('dining restricted', 1)]"
746,Novotel Paris Centre Bercy,"[('friendly staff', 7), ('helpful friendly', 5), ('concert arena', 4), ('helpful staff', 3), ('location staff', 3)]","[('price breakfast', 3), ('small room', 2), ('towel refolded', 1), ('refolded reuse', 1), ('reuse environmentally', 1)]"
747,The Zetter Hotel,"[('helpful friendly', 7), ('friendly staff', 5), ('great location', 5), ('location staff', 3), ('comfortable nice', 3)]","[('small room', 9), ('small bed', 3), ('london small', 3), ('porter serving', 2), ('double little', 2)]"
748,Grosvenor House Suites by Jumeirah Living,"[('location staff', 16), ('friendly staff', 5), ('friendly location', 5), ('hotel location', 3), ('helpful friendly', 3)]","[('comfortable bed', 2), ('little bit', 2), ('toiletry mini', 1), ('mini could', 1), ('could bar', 1)]"
749,Hotel OFF Paris Seine,"[('good location', 4), ('concept design', 3), ('great room', 2), ('view location', 2), ('location staff', 2)]","[('saturday party', 2), ('difficult find', 2), ('bar service', 2), ('boy thuding', 1), ('thuding plug', 1)]"
750,Snob Hotel by Elegancia,"[('location staff', 4), ('friendly location', 3), ('great location', 3), ('comfortable bed', 2), ('bed great', 2)]","[('small room', 2), ('broader offered', 1), ('offered selection', 1), ('selection could', 1), ('could breakfast', 1)]"
751,Sofitel Paris Baltimore Tour Eiffel,"[('location staff', 7), ('friendly great', 6), ('breakfast staff', 4), ('great breakfast', 4), ('comfy friendly', 3)]","[('small room', 7), ('better could', 2), ('sad sandwich', 1), ('sandwich serve', 1), ('serve kitchen', 1)]"
752,88 Studios,"[('good location', 11), ('modern clean', 8), ('shepherd bush', 7), ('clean room', 7), ('value money', 7)]","[('busy road', 5), ('tube walk', 4), ('fi wi', 3), ('working wifi', 3), ('small bed', 3)]"
753,Adria Boutique Hotel,"[('lovely bathroom', 5), ('comfortable clean', 3), ('decor beautiful', 3), ('value money', 3), ('south kensington', 3)]","[('bell ring', 3), ('ring enter', 2), ('tea facility', 2), ('tv work', 2), ('bit small', 2)]"
754,Best Western Premier Faubourg 88,"[('nord du', 13), ('friendly staff', 8), ('helpful friendly', 8), ('du gare', 7), ('comfortable clean', 7)]","[('small room', 9), ('little bit', 2), ('choice breakfast', 2), ('bit room', 2), ('nightlamps broken', 1)]"
755,Hotel De Vigny,"[('location staff', 6), ('hotel location', 2), ('good location', 2), ('friendly location', 2), ('nice hotel', 2)]","[('tilt due', 1), ('due scrape', 1), ('scrape nick', 1), ('nick lux', 1), ('atm bbc', 1)]"
756,Sydney House Chelsea,"[('location staff', 15), ('helpful friendly', 11), ('great location', 11), ('friendly staff', 7), ('comfortable bed', 6)]","[('tea coffee', 8), ('small room', 8), ('coffee facility', 4), ('liked everything', 2), ('little small', 2)]"
